song,plays,datetime,artist,album
"To Heal (Original Soundtrack) from ""The Legend Of Korra""",1,"09 Dec 2025, 20:36",Eliott Tordo,Erhu Anthology (Original Soundtrack)
"Ending theme (Original Soundtrack) from ""The Legend Of Korra""",1,"09 Dec 2025, 20:35",Eliott Tordo,Erhu Anthology (Original Soundtrack)
Surrender,1,"09 Dec 2025, 20:29",Natalie Taylor,Surrender
Blinding Lights,1,"09 Dec 2025, 20:26",The Weeknd,After Hours
lovely,1,"09 Dec 2025, 20:23",Billie Eilish,13 Reasons Why (Season 2)
Real Man,1,"09 Dec 2025, 20:19",Eric Michels,Efy 2016 What Matters Most (Especially for Youth)
Far Too Young to Die,1,"09 Dec 2025, 20:16",Panic! at the Disco,"Too Weird to Live, Too Rare to Die!"
Postcards in the Sky,1,"09 Dec 2025, 20:12",David Archuleta,Postcards in the Sky
God Only Knows,1,"09 Dec 2025, 20:02",for KING & COUNTRY,Burn the Ships
Dancin (feat. Luvli),1,"09 Dec 2025, 19:59",Aaron Smith,Dancin (Feat. Luvli) (Krono Remix)
Insomnia,1,"09 Dec 2025, 19:56",Daya,Insomnia
Say Amen (Saturday Night),1,"09 Dec 2025, 19:53",Panic! at the Disco,Pray for the Wicked
Burn the Ships,1,"09 Dec 2025, 19:48",for KING & COUNTRY,Burn the Ships
365,1,"09 Dec 2025, 19:45",Zedd,365
House on Fire,1,"09 Dec 2025, 19:41",Sia,This Is Acting
What Lovers Do,1,"09 Dec 2025, 19:38",Maroon 5,Red Pill Blues
Angel by the Wings,1,"09 Dec 2025, 19:33",Sia,Angel by the Wings
Daughters,1,"09 Dec 2025, 19:29",Jenny Reynolds,Efy 2016 What Matters Most (Especially for Youth)
Waving Goodbye,1,"09 Dec 2025, 19:25",Sia,The Neon Demon (Bande originale du film)
Summertime Sadness,1,"09 Dec 2025, 19:21",Lana Del Rey,Born to Die
Leave a Light On,1,"09 Dec 2025, 19:17",Tom Walker,What a Time to Be Alive
Middle,1,"09 Dec 2025, 19:14",DJ Snake,Encore
Far Too Young to Die,1,"09 Dec 2025, 19:10",Panic! at the Disco,"Too Weird to Live, Too Rare to Die!"
One Prayer Away,1,"09 Dec 2025, 19:07",Colton A.,Efy 2013 Firm in the Faith (Especially for Youth) Official
Right Where You Are,1,"09 Dec 2025, 19:05",Jessie Booth,Efy 2013 Firm in the Faith (Especially for Youth) Official
Days of My Youth,1,"09 Dec 2025, 19:01",Dan Kartchner,Efy 2013 Firm in the Faith (Especially for Youth) Official
Silence (feat. Khalid),1,"09 Dec 2025, 18:58",Marshmello,Silence (feat. Khalid)
You Will Be Found,1,"09 Dec 2025, 17:33",One Voice Children's Choir,Joy
Young Dumb  Broke,1,"09 Dec 2025, 17:30",Khalid,American Teen
One More Light,1,"09 Dec 2025, 17:26",Linkin Park,One More Light
1-800-273-8255,1,"09 Dec 2025, 17:22",Logic,Everybody
Just How I Am,1,"09 Dec 2025, 17:18",Laken Quigley,Efy 2014 Especially for Youth - Anxiously Engaged
The Girl I Am,1,"09 Dec 2025, 17:15",Jenessa Buttars,Efy 2013 Firm in the Faith (Especially for Youth) Official
Worth It (feat. Kid Ink),1,"09 Dec 2025, 17:10",Fifth Harmony,Worth It (feat. Kid Ink)
One Call Away (feat. Tyga),1,"09 Dec 2025, 17:07",Charlie Puth,Nine Track Mind (Special Edition)
Nine in the Afternoon,1,"09 Dec 2025, 17:04",Panic! at the Disco,Pretty. Odd.
A Sky Full of Stars,1,"09 Dec 2025, 16:59",Coldplay,A Sky Full Of Stars
Sorry,1,"09 Dec 2025, 16:56",Justin Bieber,Purpose
When Your Heart Stops Beating,1,"09 Dec 2025, 16:53",44,When Your Heart Stops Beating
Bird Set Free,1,"09 Dec 2025, 16:48",Sia,This Is Acting
Cheap Thrills (feat. Sean Paul),1,"09 Dec 2025, 16:45",Sia,This Is Acting (Deluxe Version)
Love Me Like You Do,1,"09 Dec 2025, 16:41",Ellie Goulding,Delirium (Deluxe)
YOUTH,1,"09 Dec 2025, 16:23",Troye Sivan,Blue Neighbourhood (Deluxe)
hope ur ok,1,"09 Dec 2025, 16:19",Olivia Rodrigo,SOUR
favorite crime,1,"09 Dec 2025, 16:16",Olivia Rodrigo,SOUR
"jealousy, jealousy",1,"09 Dec 2025, 16:14",Olivia Rodrigo,SOUR
happier,1,"09 Dec 2025, 16:11",Olivia Rodrigo,SOUR
enough for you,1,"09 Dec 2025, 16:07",Olivia Rodrigo,SOUR
enough for you,1,"09 Dec 2025, 16:06",Olivia Rodrigo,SOUR
good 4 u,1,"09 Dec 2025, 16:03",Olivia Rodrigo,SOUR
deja vu,1,"09 Dec 2025, 15:26",Olivia Rodrigo,SOUR
"1 step forward, 3 steps back",1,"09 Dec 2025, 15:24",Olivia Rodrigo,SOUR
drivers license,1,"09 Dec 2025, 15:19",Olivia Rodrigo,SOUR
traitor,1,"09 Dec 2025, 15:16",Olivia Rodrigo,SOUR
brutal,1,"09 Dec 2025, 15:11",Olivia Rodrigo,SOUR
The Life of a Showgirl (feat. Sabrina Carpenter) (Dressing Room Rehearsal Version),1,"09 Dec 2025, 15:07",Taylor Swift,The Life of a Showgirl + Acoustic Collection
Wi$h Li$t (Settled Down Acoustic Version),1,"09 Dec 2025, 15:03",Taylor Swift,The Life of a Showgirl + Acoustic Collection
Ruin The Friendship (My Advice Version),1,"09 Dec 2025, 15:00",Taylor Swift,The Life of a Showgirl + Acoustic Collection
Eldest Daughter (Now You're Home Acoustic Version),1,"09 Dec 2025, 14:56",Taylor Swift,The Life of a Showgirl + Acoustic Collection
Opalite (Life Is A Song Acoustic Version),1,"09 Dec 2025, 14:46",Taylor Swift,The Life of a Showgirl + Acoustic Collection
Elizabeth Taylor (So Glamorous Cabaret Version),1,"09 Dec 2025, 14:41",Taylor Swift,The Life of a Showgirl + Acoustic Collection
The Fate of Ophelia (Alone In My Tower Acoustic Version),1,"09 Dec 2025, 14:37",Taylor Swift,The Life of a Showgirl + Acoustic Collection
The Life of a Showgirl (feat. Sabrina Carpenter),1,"09 Dec 2025, 14:33",Taylor Swift,The Life of a Showgirl
Honey,1,"09 Dec 2025, 14:28",Taylor Swift,The Life of a Showgirl
CANCELLED!,1,"09 Dec 2025, 14:02",Taylor Swift,The Life of a Showgirl
Wood,1,"09 Dec 2025, 14:00",Taylor Swift,The Life of a Showgirl
Wi$h Li$t,1,"09 Dec 2025, 13:56",Taylor Swift,The Life of a Showgirl
Actually Romantic,1,"09 Dec 2025, 13:35",Taylor Swift,The Life of a Showgirl
Ruin the Friendship,1,"09 Dec 2025, 13:31",Taylor Swift,The Life of a Showgirl
Ruin the Friendship,1,"09 Dec 2025, 13:29",Taylor Swift,The Life of a Showgirl
Eldest Daughter,1,"09 Dec 2025, 10:05",Taylor Swift,The Life of a Showgirl
Father Figure,1,"09 Dec 2025, 10:02",Taylor Swift,The Life of a Showgirl
Opalite,1,"09 Dec 2025, 09:58",Taylor Swift,The Life of a Showgirl
Elizabeth Taylor,1,"09 Dec 2025, 09:54",Taylor Swift,The Life of a Showgirl
The Fate of Ophelia,1,"09 Dec 2025, 09:51",Taylor Swift,The Life of a Showgirl
so american,1,"09 Dec 2025, 09:48",Olivia Rodrigo,GUTS (spilled)
stranger,1,"09 Dec 2025, 09:45",Olivia Rodrigo,GUTS (spilled)
scared of my guitar,1,"09 Dec 2025, 09:40",Olivia Rodrigo,GUTS (spilled)
girl i’ve always been,1,"09 Dec 2025, 09:38",Olivia Rodrigo,GUTS (spilled)
obsessed,1,"09 Dec 2025, 09:35",Olivia Rodrigo,GUTS (spilled)
teenage dream,1,"09 Dec 2025, 09:32",Olivia Rodrigo,GUTS
pretty isn’t pretty,1,"09 Dec 2025, 09:28",Olivia Rodrigo,GUTS
the grudge,1,"09 Dec 2025, 06:45",Olivia Rodrigo,GUTS
love is embarrassing,1,"09 Dec 2025, 06:43",Olivia Rodrigo,GUTS
get him back!,1,"09 Dec 2025, 06:39",Olivia Rodrigo,GUTS
logical,1,"09 Dec 2025, 06:35",Olivia Rodrigo,GUTS
making the bed,1,"09 Dec 2025, 06:32",Olivia Rodrigo,GUTS
ballad of a homeschooled girl,1,"09 Dec 2025, 06:29",Olivia Rodrigo,GUTS
lacy,1,"09 Dec 2025, 06:26",Olivia Rodrigo,GUTS
vampire,1,"09 Dec 2025, 06:22",Olivia Rodrigo,GUTS
bad idea right?,1,"09 Dec 2025, 06:19",Olivia Rodrigo,GUTS
all-american bitch,1,"09 Dec 2025, 06:16",Olivia Rodrigo,GUTS
Start Again,1,"09 Dec 2025, 06:13",OneRepublic,13 Reasons Why (Season 2)
The Night We Met,1,"09 Dec 2025, 06:10",Lord Huron,13 Reasons Why (Season 2)
hope ur ok,1,"09 Dec 2025, 06:06",Olivia Rodrigo,SOUR
favorite crime,1,"09 Dec 2025, 06:04",Olivia Rodrigo,SOUR
lovely,1,"09 Dec 2025, 06:00",Billie Eilish,13 Reasons Why (Season 2)
"jealousy, jealousy",1,"09 Dec 2025, 05:59",Olivia Rodrigo,SOUR
happier,1,"09 Dec 2025, 05:56",Olivia Rodrigo,SOUR
enough for you,1,"09 Dec 2025, 05:53",Olivia Rodrigo,SOUR
good 4 u,1,"09 Dec 2025, 05:50",Olivia Rodrigo,SOUR
deja vu,1,"09 Dec 2025, 05:47",Olivia Rodrigo,SOUR
"1 step forward, 3 steps back",1,"09 Dec 2025, 05:44",Olivia Rodrigo,SOUR
drivers license,1,"09 Dec 2025, 05:40",Olivia Rodrigo,SOUR
traitor,1,"09 Dec 2025, 05:36",Olivia Rodrigo,SOUR
brutal,1,"09 Dec 2025, 05:34",Olivia Rodrigo,SOUR
CRUSH,1,"09 Dec 2025, 03:09",Katy Perry,143
"I'M HIS, HE'S MINE (feat. Doechii)",1,"09 Dec 2025, 03:06",Katy Perry,143
WOMAN’S WORLD,1,"09 Dec 2025, 03:03",Katy Perry,143
Bandaids,1,"09 Dec 2025, 03:00",Katy Perry,bandaids
under the mat,1,"09 Dec 2025, 02:55",sombr,I Barely Know Her
we never dated,1,"09 Dec 2025, 02:52",sombr,I Barely Know Her
come closer,1,"09 Dec 2025, 02:48",sombr,I Barely Know Her
undressed,1,"09 Dec 2025, 02:45",sombr,I Barely Know Her
dime,1,"09 Dec 2025, 02:36",sombr,I Barely Know Her
canal street,1,"09 Dec 2025, 02:31",sombr,I Barely Know Her
back to friends,1,"09 Dec 2025, 02:28",sombr,I Barely Know Her
i wish i knew how to quit you,1,"09 Dec 2025, 02:24",sombr,I Barely Know Her
Snowman (feat. Belinda),1,"09 Dec 2025, 02:21",Sia,Snowman
12 to 12,1,"09 Dec 2025, 02:17",sombr,I Barely Know Her
crushing,1,"09 Dec 2025, 02:13",sombr,I Barely Know Her
Kid At Christmas,1,"09 Dec 2025, 02:10",Calum Scott,Kid At Christmas
White Christmas (1 Mic 1 Take/Live From Abbey Road Studios),1,"09 Dec 2025, 02:01",Calum Scott,Only Human (Special Edition)
No Matter What,1,"09 Dec 2025, 01:42",Calum Scott,Only Human (Special Edition)
Need to Know,1,"09 Dec 2025, 01:39",Calum Scott,Only Human (Special Edition)
You Are The Reason (Duet Version),1,"09 Dec 2025, 01:32",Calum Scott,Only Human (Special Edition)
Won’t Let You Down,1,"09 Dec 2025, 01:29",Calum Scott,Only Human (Deluxe)
Only You,1,"09 Dec 2025, 01:25",Calum Scott,Only Human (Deluxe)
Stop Myself (Only Human),1,"09 Dec 2025, 01:21",Calum Scott,Only Human (Deluxe)
Come Back Home,1,"09 Dec 2025, 01:18",Calum Scott,Only Human (Deluxe)
You Are the Reason,1,"09 Dec 2025, 01:15",Calum Scott,Only Human (Deluxe)
Rhythm Inside,1,"09 Dec 2025, 01:05",Calum Scott,Only Human (Deluxe)
If Our Love Is Wrong,1,"09 Dec 2025, 00:55",Calum Scott,Only Human (Deluxe)
Cursi De +,1,"09 Dec 2025, 00:51",Belinda,INDÓMITA
Aries,1,"09 Dec 2025, 00:48",Belinda,INDÓMITA
The Kill (Bury Me),1,"09 Dec 2025, 00:44",Thirty Seconds to Mars,A Beautiful Lie
The Kill,1,"09 Dec 2025, 00:40",Thirty Seconds to Mars,A Beautiful Lie
A Beautiful Lie,1,"09 Dec 2025, 00:35",Thirty Seconds to Mars,A Beautiful Lie
Never Not Love You,1,"09 Dec 2025, 00:32",Belinda,INDÓMITA
Rayo Mcqueen,1,"09 Dec 2025, 00:29",Belinda,INDÓMITA
LA MALA,1,"09 Dec 2025, 00:26",Belinda,INDÓMITA
#NAME?,1,"09 Dec 2025, 00:16",Belinda,INDÓMITA
Wet Dreams,1,"09 Dec 2025, 00:12",Belinda,INDÓMITA
JACKPOT,1,"09 Dec 2025, 00:09",Belinda,INDÓMITA
Van Gogh,1,"09 Dec 2025, 00:06",Belinda,INDÓMITA
Cactus,1,"09 Dec 2025, 00:03",Belinda,INDÓMITA
Heterocromía,1,"08 Dec 2025, 23:59",Belinda,INDÓMITA
Snowman (feat. Belinda),1,"08 Dec 2025, 23:56",Sia,Snowman
The Fate of Ophelia,1,"08 Dec 2025, 23:52",Taylor Swift,The Life of a Showgirl
Opalite,1,"08 Dec 2025, 23:49",Taylor Swift,The Life of a Showgirl
My Boy Only Breaks His Favorite Toys,1,"08 Dec 2025, 23:44",Taylor Swift,THE TORTURED POETS DEPARTMENT
Down Bad,1,"08 Dec 2025, 23:30",Taylor Swift,THE TORTURED POETS DEPARTMENT
Snowman (feat. Belinda),1,"08 Dec 2025, 23:25",Sia,Snowman (feat. Belinda)
The Fate of Ophelia,1,"08 Dec 2025, 23:23",Taylor Swift,The Life of a Showgirl
Opalite,1,"08 Dec 2025, 23:20",Taylor Swift,The Life of a Showgirl
My Boy Only Breaks His Favorite Toys,1,"08 Dec 2025, 23:16",Taylor Swift,THE TORTURED POETS DEPARTMENT
Down Bad,1,"08 Dec 2025, 23:12",Taylor Swift,THE TORTURED POETS DEPARTMENT
The Alchemy,1,"08 Dec 2025, 23:09",Taylor Swift,THE TORTURED POETS DEPARTMENT
So High School,1,"08 Dec 2025, 23:05",Taylor Swift,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY
Guilty as Sin?,1,"08 Dec 2025, 22:49",Taylor Swift,THE TORTURED POETS DEPARTMENT
Lose Myself,1,"08 Dec 2025, 22:46",Calum Scott,Avenoir
Peripheral Vision,1,"08 Dec 2025, 22:43",Calum Scott,Avenoir
Die For You,1,"08 Dec 2025, 22:39",Calum Scott,Avenoir
My World,1,"08 Dec 2025, 22:35",Calum Scott,Avenoir
Unsteady,1,"08 Dec 2025, 22:31",Calum Scott,Avenoir
God Knows,1,"08 Dec 2025, 22:20",Calum Scott,Avenoir
Roots,1,"08 Dec 2025, 22:17",Calum Scott,Avenoir
At Your Worst,1,"08 Dec 2025, 22:14",Calum Scott,Avenoir
Lighthouse,1,"08 Dec 2025, 22:11",Calum Scott,Avenoir
Pussy Palace,1,"08 Dec 2025, 22:07",Lily Allen,West End Girl
TIT FOR TAT,1,"08 Dec 2025, 22:04",Tate McRae,SO CLOSE TO WHAT??? (deluxe)
Horseshoe,1,"08 Dec 2025, 22:01",Tate McRae,SO CLOSE TO WHAT??? (deluxe)
NOBODY'S GIRL,1,"08 Dec 2025, 21:58",Tate McRae,SO CLOSE TO WHAT??? (deluxe)
Anything but love,1,"08 Dec 2025, 21:56",Tate McRae,SO CLOSE TO WHAT??? (deluxe)
Trying on shoes,1,"08 Dec 2025, 21:53",Tate McRae,SO CLOSE TO WHAT??? (deluxe)
Christmas Every Day,1,"08 Dec 2025, 21:49",David Archuleta,My Only Wish
Winter in the Air,1,"08 Dec 2025, 21:45",David Archuleta,My Only Wish
Christmas in California,1,"08 Dec 2025, 21:43",David Archuleta,My Only Wish
Sleigh Ride,1,"08 Dec 2025, 21:40",David Archuleta,My Only Wish
Wish at the Top of My List,1,"08 Dec 2025, 21:37",David Archuleta,My Only Wish
Ghost (Piano Demo),1,"08 Dec 2025, 21:35",Demi Lovato,It’s Not That Deep (Little Bit Extra Version)
Let You Go (Live),1,"08 Dec 2025, 21:31",Demi Lovato,It’s Not That Deep (Little Bit Extra Version)
Joshua Tree,1,"08 Dec 2025, 21:28",Demi Lovato,It’s Not That Deep (Little Bit Extra Version)
Ghost,1,"08 Dec 2025, 21:24",Demi Lovato,It’s Not That Deep
Before I Knew You,1,"08 Dec 2025, 21:21",Demi Lovato,It’s Not That Deep
Kiss,1,"08 Dec 2025, 21:19",Demi Lovato,It’s Not That Deep
In My Head,1,"08 Dec 2025, 21:16",Demi Lovato,It’s Not That Deep
Say It,1,"08 Dec 2025, 21:13",Demi Lovato,It’s Not That Deep
Little Bit,1,"08 Dec 2025, 21:11",Demi Lovato,It’s Not That Deep
Sorry To Myself,1,"08 Dec 2025, 21:07",Demi Lovato,It’s Not That Deep
Let You Go,1,"08 Dec 2025, 21:04",Demi Lovato,It’s Not That Deep
Frequency,1,"08 Dec 2025, 21:02",Demi Lovato,It’s Not That Deep
Here All Night,1,"08 Dec 2025, 20:59",Demi Lovato,It’s Not That Deep
Fast,1,"08 Dec 2025, 20:56",Demi Lovato,It’s Not That Deep
OK,1,"08 Dec 2025, 20:53",Katy Perry,1432
NO TEARS FOR NEW YEAR'S,1,"08 Dec 2025, 20:50",Katy Perry,1432
HAS A HEART,1,"08 Dec 2025, 20:47",Katy Perry,1432
I WOKE UP,1,"08 Dec 2025, 20:44",Katy Perry,1432
WONDER,1,"08 Dec 2025, 20:41",Katy Perry,143
TRUTH,1,"08 Dec 2025, 20:38",Katy Perry,143
NIRVANA,1,"08 Dec 2025, 20:29",Katy Perry,143
ALL THE LOVE,1,"08 Dec 2025, 20:26",Katy Perry,143
LIFETIMES,1,"08 Dec 2025, 20:22",Katy Perry,143
CRUSH,1,"08 Dec 2025, 20:19",Katy Perry,143
"I'M HIS, HE'S MINE (feat. Doechii)",1,"08 Dec 2025, 20:13",Katy Perry,143
WOMAN’S WORLD,1,"08 Dec 2025, 20:10",Katy Perry,143
Bandaids,1,"08 Dec 2025, 19:51",Katy Perry,bandaids
under the mat,1,"08 Dec 2025, 19:46",sombr,I Barely Know Her
we never dated,1,"08 Dec 2025, 19:37",sombr,I Barely Know Her
come closer,1,"08 Dec 2025, 19:34",sombr,I Barely Know Her
undressed,1,"08 Dec 2025, 19:23",sombr,I Barely Know Her
dime,1,"08 Dec 2025, 19:19",sombr,I Barely Know Her
canal street,1,"08 Dec 2025, 19:14",sombr,I Barely Know Her
back to friends,1,"08 Dec 2025, 19:03",sombr,I Barely Know Her
i wish i knew how to quit you,1,"08 Dec 2025, 19:00",sombr,I Barely Know Her
Snowman (feat. Belinda),1,"08 Dec 2025, 18:57",Sia,Snowman
12 to 12,1,"08 Dec 2025, 18:52",sombr,I Barely Know Her
crushing,1,"08 Dec 2025, 18:49",sombr,I Barely Know Her
Kid At Christmas,1,"08 Dec 2025, 18:44",Calum Scott,Kid At Christmas
White Christmas (1 Mic 1 Take/Live From Abbey Road Studios),1,"08 Dec 2025, 18:41",Calum Scott,Only Human (Special Edition)
Sore Eyes,1,"08 Dec 2025, 18:38",Calum Scott,Only Human (Special Edition)
No Matter What,1,"08 Dec 2025, 18:34",Calum Scott,Only Human (Special Edition)
Need to Know,1,"08 Dec 2025, 18:31",Calum Scott,Only Human (Special Edition)
You Are The Reason (Duet Version),1,"08 Dec 2025, 18:28",Calum Scott,Only Human (Special Edition)
Dancing on My Own,1,"08 Dec 2025, 18:24",Calum Scott,Only Human (Deluxe)
Not Dark Yet,1,"08 Dec 2025, 18:21",Calum Scott,Only Human (Deluxe)
Good to You,1,"08 Dec 2025, 18:15",Calum Scott,Only Human (Deluxe)
Hotel Room,1,"08 Dec 2025, 18:12",Calum Scott,Only Human (Deluxe)
What I Miss Most,1,"08 Dec 2025, 18:08",Calum Scott,Only Human (Deluxe)
Won’t Let You Down,1,"08 Dec 2025, 18:05",Calum Scott,Only Human (Deluxe)
Only You,1,"08 Dec 2025, 18:01",Calum Scott,Only Human (Deluxe)
Dancing on My Own,1,"08 Dec 2025, 17:47",Calum Scott,Only Human (Deluxe)
Stop Myself (Only Human),1,"08 Dec 2025, 17:43",Calum Scott,Only Human (Deluxe)
Come Back Home,1,"08 Dec 2025, 17:40",Calum Scott,Only Human (Deluxe)
You Are the Reason,1,"08 Dec 2025, 17:36",Calum Scott,Only Human (Deluxe)
Rhythm Inside,1,"08 Dec 2025, 17:33",Calum Scott,Only Human (Deluxe)
Give Me Something,1,"08 Dec 2025, 17:29",Calum Scott,Only Human (Deluxe)
If Our Love Is Wrong,1,"08 Dec 2025, 17:26",Calum Scott,Only Human (Deluxe)
I Wanna Dance With Somebody (Who Loves Me),1,"08 Dec 2025, 17:22",Calum Scott,Avenoir
Avenoir,1,"08 Dec 2025, 17:21",Calum Scott,Avenoir
Mad,1,"08 Dec 2025, 17:18",Calum Scott,Avenoir
Gone,1,"08 Dec 2025, 16:52",Calum Scott,Avenoir
Lose Myself,1,"08 Dec 2025, 16:49",Calum Scott,Avenoir
Peripheral Vision,1,"08 Dec 2025, 16:46",Calum Scott,Avenoir
ONE MORE DRINK,1,"08 Dec 2025, 16:42",Calum Scott,Avenoir
Die For You,1,"08 Dec 2025, 16:39",Calum Scott,Avenoir
My World,1,"08 Dec 2025, 16:36",Calum Scott,Avenoir
Unsteady,1,"08 Dec 2025, 16:34",Calum Scott,Avenoir
God Knows,1,"08 Dec 2025, 16:31",Calum Scott,Avenoir
Roots,1,"08 Dec 2025, 16:28",Calum Scott,Avenoir
At Your Worst,1,"08 Dec 2025, 16:25",Calum Scott,Avenoir
Lighthouse,1,"08 Dec 2025, 16:22",Calum Scott,Avenoir
Pussy Palace,1,"08 Dec 2025, 16:18",Lily Allen,West End Girl
TIT FOR TAT,1,"08 Dec 2025, 16:15",Tate McRae,SO CLOSE TO WHAT??? (deluxe)
Horseshoe,1,"08 Dec 2025, 16:12",Tate McRae,SO CLOSE TO WHAT??? (deluxe)
NOBODY'S GIRL,1,"08 Dec 2025, 16:09",Tate McRae,SO CLOSE TO WHAT??? (deluxe)
Anything but love,1,"08 Dec 2025, 16:07",Tate McRae,SO CLOSE TO WHAT??? (deluxe)
Trying on shoes,1,"08 Dec 2025, 16:04",Tate McRae,SO CLOSE TO WHAT??? (deluxe)
Christmas Every Day,1,"08 Dec 2025, 16:00",David Archuleta,My Only Wish
Winter in the Air,1,"08 Dec 2025, 15:56",David Archuleta,My Only Wish
Christmas in California,1,"08 Dec 2025, 15:54",David Archuleta,My Only Wish
Sleigh Ride,1,"08 Dec 2025, 15:51",David Archuleta,My Only Wish
Wish at the Top of My List,1,"08 Dec 2025, 15:48",David Archuleta,My Only Wish
Ghost (Piano Demo),1,"08 Dec 2025, 15:46",Demi Lovato,It’s Not That Deep (Little Bit Extra Version)
Let You Go (Live),1,"08 Dec 2025, 15:42",Demi Lovato,It’s Not That Deep (Little Bit Extra Version)
Joshua Tree,1,"08 Dec 2025, 15:39",Demi Lovato,It’s Not That Deep (Little Bit Extra Version)
Ghost,1,"08 Dec 2025, 15:24",Demi Lovato,It’s Not That Deep
Before I Knew You,1,"08 Dec 2025, 15:21",Demi Lovato,It’s Not That Deep
Kiss,1,"08 Dec 2025, 15:19",Demi Lovato,It’s Not That Deep
In My Head,1,"08 Dec 2025, 15:16",Demi Lovato,It’s Not That Deep
Say It,1,"08 Dec 2025, 15:13",Demi Lovato,It’s Not That Deep
Little Bit,1,"08 Dec 2025, 15:11",Demi Lovato,It’s Not That Deep
Sorry To Myself,1,"08 Dec 2025, 15:08",Demi Lovato,It’s Not That Deep
Let You Go,1,"08 Dec 2025, 15:05",Demi Lovato,It’s Not That Deep
Frequency,1,"08 Dec 2025, 15:02",Demi Lovato,It’s Not That Deep
Here All Night,1,"08 Dec 2025, 14:59",Demi Lovato,It’s Not That Deep
Fast,1,"08 Dec 2025, 14:49",Demi Lovato,It’s Not That Deep
OK,1,"08 Dec 2025, 14:40",Katy Perry,1432
NO TEARS FOR NEW YEAR'S,1,"08 Dec 2025, 14:17",Katy Perry,1432
HAS A HEART,1,"08 Dec 2025, 14:15",Katy Perry,1432
I WOKE UP,1,"08 Dec 2025, 14:12",Katy Perry,1432
WONDER,1,"08 Dec 2025, 14:09",Katy Perry,143
TRUTH,1,"08 Dec 2025, 14:06",Katy Perry,143
NIRVANA,1,"08 Dec 2025, 14:03",Katy Perry,143
ALL THE LOVE,1,"08 Dec 2025, 14:00",Katy Perry,143
LIFETIMES,1,"08 Dec 2025, 13:56",Katy Perry,143
CRUSH,1,"08 Dec 2025, 13:53",Katy Perry,143
"I'M HIS, HE'S MINE (feat. Doechii)",1,"08 Dec 2025, 13:50",Katy Perry,143
WOMAN’S WORLD,1,"08 Dec 2025, 13:32",Katy Perry,143
Bandaids,1,"08 Dec 2025, 13:29",Katy Perry,bandaids
under the mat,1,"08 Dec 2025, 13:24",sombr,I Barely Know Her
we never dated,1,"08 Dec 2025, 13:21",sombr,I Barely Know Her
come closer,1,"08 Dec 2025, 13:18",sombr,I Barely Know Her
undressed,1,"08 Dec 2025, 13:15",sombr,I Barely Know Her
dime,1,"08 Dec 2025, 13:11",sombr,I Barely Know Her
canal street,1,"08 Dec 2025, 13:06",sombr,I Barely Know Her
back to friends,1,"08 Dec 2025, 13:03",sombr,I Barely Know Her
i wish i knew how to quit you,1,"08 Dec 2025, 12:59",sombr,I Barely Know Her
Snowman (feat. Belinda),1,"08 Dec 2025, 12:51",Sia,Snowman
12 to 12,1,"08 Dec 2025, 12:47",sombr,I Barely Know Her
crushing,1,"08 Dec 2025, 12:44",sombr,I Barely Know Her
Kid At Christmas,1,"08 Dec 2025, 12:40",Calum Scott,Kid At Christmas
White Christmas (1 Mic 1 Take/Live From Abbey Road Studios),1,"08 Dec 2025, 12:37",Calum Scott,Only Human (Special Edition)
Sore Eyes,1,"08 Dec 2025, 12:34",Calum Scott,Only Human (Special Edition)
Need to Know,1,"08 Dec 2025, 12:24",Calum Scott,Only Human (Special Edition)
You Are The Reason (Duet Version),1,"08 Dec 2025, 12:21",Calum Scott,Only Human (Special Edition)
Dancing on My Own,1,"08 Dec 2025, 12:17",Calum Scott,Only Human (Deluxe)
Not Dark Yet,1,"08 Dec 2025, 12:14",Calum Scott,Only Human (Deluxe)
Good to You,1,"08 Dec 2025, 12:10",Calum Scott,Only Human (Deluxe)
Hotel Room,1,"08 Dec 2025, 12:06",Calum Scott,Only Human (Deluxe)
What I Miss Most,1,"08 Dec 2025, 12:02",Calum Scott,Only Human (Deluxe)
Won’t Let You Down,1,"08 Dec 2025, 11:59",Calum Scott,Only Human (Deluxe)
Only You,1,"08 Dec 2025, 11:55",Calum Scott,Only Human (Deluxe)
Dancing on My Own,1,"08 Dec 2025, 11:51",Calum Scott,Only Human (Deluxe)
Stop Myself (Only Human),1,"08 Dec 2025, 11:48",Calum Scott,Only Human (Deluxe)
Come Back Home,1,"08 Dec 2025, 11:44",Calum Scott,Only Human (Deluxe)
You Are the Reason,1,"08 Dec 2025, 11:41",Calum Scott,Only Human (Deluxe)
Rhythm Inside,1,"08 Dec 2025, 11:38",Calum Scott,Only Human (Deluxe)
Give Me Something,1,"08 Dec 2025, 11:34",Calum Scott,Only Human (Deluxe)
If Our Love Is Wrong,1,"08 Dec 2025, 11:31",Calum Scott,Only Human (Deluxe)
I Wanna Dance With Somebody (Who Loves Me),1,"08 Dec 2025, 11:27",Calum Scott,Avenoir
Avenoir,1,"08 Dec 2025, 11:26",Calum Scott,Avenoir
Mad,1,"08 Dec 2025, 06:48",Calum Scott,Avenoir
Gone,1,"08 Dec 2025, 06:45",Calum Scott,Avenoir
Lose Myself,1,"08 Dec 2025, 06:42",Calum Scott,Avenoir
Peripheral Vision,1,"08 Dec 2025, 06:39",Calum Scott,Avenoir
